"","X","ANZSOC.Group","Alert.Level","date","Area.Unit","Meshblock","Territorial.Authority","District","Calls.for.Service.and.Prevention","Crime.and.NonCrime.Demand","Event.Category","No"
"2301",2010,"Aggravated Sexual Assault",3,"1/04/2018","Lake Horowhenua.",1855600,"Horowhenua District.",NA,NA,NA,NA,NA
"2302",2011,"Aggravated Sexual Assault",3,"1/04/2018","Hutt Central.",1966000,"Lower Hutt City.",NA,NA,NA,NA,NA
"2303",2012,"Aggravated Sexual Assault",3,"1/04/2018","Kohuora.",658700,"Auckland.",NA,NA,NA,NA,NA
"2304",2013,"Non-Aggravated Sexual Assault",3,"1/04/2018","Auckland Central East.",436700,"Auckland.",NA,NA,NA,NA,NA
"2305",2014,"Non-Aggravated Sexual Assault",3,"1/04/2018","Hawera South.",1644300,"South Taranaki District.",NA,NA,NA,NA,NA
"2306",2015,"Aggravated Sexual Assault",3,"1/04/2018","Loburn.",2438807,"Waimakariri District.",NA,NA,NA,NA,NA
"2307",2016,"Non-Aggravated Sexual Assault",3,"1/04/2018","Barrington South.",2637100,"Christchurch City.",NA,NA,NA,NA,NA
"2308",2017,"Aggravated Sexual Assault",3,"1/04/2018","Massey Park.",797000,"Auckland.",NA,NA,NA,NA,NA
"2309",2018,"Aggravated Sexual Assault",3,"1/04/2018","Bruce.",2988300,"Clutha District.",NA,NA,NA,NA,NA
"2310",2019,"Aggravated Sexual Assault",3,"1/04/2018","999999",-281,"Porirua City.",NA,NA,NA,NA,NA
"2311",2020,"Non-Aggravated Sexual Assault",3,"1/04/2018","Mt Cook-Wallace Street.",2145300,"Wellington City.",NA,NA,NA,NA,NA
"2312",2021,"Aggravated Sexual Assault",3,"1/04/2018","Massey University.",1798900,"Palmerston North City.",NA,NA,NA,NA,NA
"2313",2022,"Non-Aggravated Sexual Assault",3,"1/04/2018","Linwood East.",2566700,"Christchurch City.",NA,NA,NA,NA,NA
"2314",2023,"Non-Aggravated Sexual Assault",3,"1/04/2018","Oamaru North.",2848700,"Waitaki District.",NA,NA,NA,NA,NA
"2315",2024,"Common Assault",3,"1/04/2018","South Brighton.",2556901,"Christchurch City.",NA,NA,NA,NA,NA
"2316",2025,"Common Assault",3,"1/04/2018","Ranui Domain.",235103,"Auckland.",NA,NA,NA,NA,NA
"2317",2026,"Common Assault",3,"1/04/2018","999999",-64,"Auckland.",NA,NA,NA,NA,NA
"2318",2027,"Common Assault",3,"1/04/2018","Glen Eden East.",285800,"Auckland.",NA,NA,NA,NA,NA
"2319",2028,"Common Assault",3,"1/04/2018","Ashhurst.",1756900,"Palmerston North City.",NA,NA,NA,NA,NA
"2320",2029,"Common Assault",3,"1/04/2018","Williams Domain.",1691300,"Wanganui District.",NA,NA,NA,NA,NA
"2321",2030,"Common Assault",3,"1/04/2018","Motueka West.",2377700,"Tasman District.",NA,NA,NA,NA,NA
"2322",2031,"Common Assault",3,"1/04/2018","Enner Glynn.",2337101,"Nelson City.",NA,NA,NA,NA,NA
"2323",2032,"Common Assault",3,"1/04/2018","Huapai.",214105,"Auckland.",NA,NA,NA,NA,NA
"2324",2033,"Common Assault",3,"1/04/2018","Linwood North.",2612200,"Christchurch City.",NA,NA,NA,NA,NA
"2325",2034,"Common Assault",3,"1/04/2018","Glamorgan.",166600,"Auckland.",NA,NA,NA,NA,NA
"2326",2035,"Common Assault",3,"1/04/2018","Melville.",928600,"Hamilton City.",NA,NA,NA,NA,NA
"2327",2036,"Common Assault",3,"1/04/2018","Wai-Iti.",2351100,"Tasman District.",NA,NA,NA,NA,NA
"2328",2037,"Common Assault",3,"1/04/2018","Enner Glynn.",2336804,"Nelson City.",NA,NA,NA,NA,NA
"2329",2038,"Common Assault",3,"1/04/2018","Arahanga.",737000,"Auckland.",NA,NA,NA,NA,NA
"2330",2039,"Common Assault",3,"1/04/2018","Trident.",1311200,"Whakatane District.",NA,NA,NA,NA,NA
"2331",2040,"Common Assault",3,"1/04/2018","Hinds.",2747602,"Ashburton District.",NA,NA,NA,NA,NA
"2332",2041,"Common Assault",3,"1/04/2018","Arnold Valley.",2401101,"Grey District.",NA,NA,NA,NA,NA
"2333",2042,"Common Assault",3,"1/04/2018","Highbury.",1818800,"Palmerston North City.",NA,NA,NA,NA,NA
"2334",2043,"Common Assault",3,"1/04/2018","Nelson Airport.",2335900,"Nelson City.",NA,NA,NA,NA,NA
"2335",2044,"Common Assault",3,"1/04/2018","Bader.",924000,"Hamilton City.",NA,NA,NA,NA,NA
"2336",2045,"Common Assault",3,"1/04/2018","Playford Park.",1868000,"Horowhenua District.",NA,NA,NA,NA,NA
"2337",2046,"Aggravated Sexual Assault",3,"1/04/2018","Hornby North.",2488202,"Christchurch City.",NA,NA,NA,NA,NA
"2338",2047,"Aggravated Sexual Assault",3,"1/04/2018","Te Awamutu Central.",972100,"Waipa District.",NA,NA,NA,NA,NA
"2339",2048,"Aggravated Sexual Assault",3,"1/04/2018","Henderson South.",242200,"Auckland.",NA,NA,NA,NA,NA
"2340",2049,"Aggravated Sexual Assault",3,"1/04/2018","Mandeville.",2457203,"Waimakariri District.",NA,NA,NA,NA,NA
"2341",2050,"Common Assault",2,"1/05/2018","Auckland Central East.",437101,"Auckland.",NA,NA,NA,NA,NA
"2342",2051,"Common Assault",2,"1/05/2018","Roslyn.",1843901,"Palmerston North City.",NA,NA,NA,NA,NA
"2343",2052,"Common Assault",2,"1/05/2018","Mangere Bridge.",725601,"Auckland.",NA,NA,NA,NA,NA
"2344",2053,"Common Assault",2,"1/05/2018","Whatawhata.",978500,"Waikato District.",NA,NA,NA,NA,NA
"2345",2054,"Common Assault",2,"1/05/2018","Gisborne Central.",1372900,"Gisborne District.",NA,NA,NA,NA,NA
"2346",2055,"Common Assault",2,"1/05/2018","Insoll.",873701,"Hamilton City.",NA,NA,NA,NA,NA
"2347",2056,"Common Assault",2,"1/05/2018","Hamilton Central.",912200,"Hamilton City.",NA,NA,NA,NA,NA
"2348",2057,"Common Assault",2,"1/05/2018","Pakuranga East.",690500,"Auckland.",NA,NA,NA,NA,NA
"2349",2058,"Common Assault",2,"1/05/2018","Kowhai Park.",1694001,"Wanganui District.",NA,NA,NA,NA,NA
"2350",2059,"Common Assault",2,"1/05/2018","Masterton West.",2237000,"Masterton District.",NA,NA,NA,NA,NA
"2351",2060,"Common Assault",2,"1/05/2018","Freemans Bay.",413300,"Auckland.",NA,NA,NA,NA,NA
"2352",2061,"Common Assault",2,"1/05/2018","Onekawa Central.",1439500,"Napier City.",NA,NA,NA,NA,NA
"2353",2062,"Common Assault",2,"1/05/2018","Monarch Park.",205201,"Auckland.",NA,NA,NA,NA,NA
"2354",2063,"Common Assault",2,"1/05/2018","Waiwhero.",1264202,"Rotorua District.",NA,NA,NA,NA,NA
"2355",2064,"Common Assault",2,"1/05/2018","Matarawa.",1141300,"South Waikato District.",NA,NA,NA,NA,NA
"2356",2065,"Common Assault",2,"1/05/2018","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",NA,NA,NA,NA,NA
"2357",2066,"Common Assault",2,"1/05/2018","999999",-332,"Christchurch City.",NA,NA,NA,NA,NA
"2358",2067,"Common Assault",2,"1/05/2018","Coromandel.",1044100,"Thames-Coromandel District.",NA,NA,NA,NA,NA
"2359",2068,"Common Assault",2,"1/05/2018","Urewera.",1301900,"Whakatane District.",NA,NA,NA,NA,NA
"2360",2069,"Common Assault",2,"1/05/2018","Featherston.",2268400,"South Wairarapa District.",NA,NA,NA,NA,NA
"2361",2070,"Common Assault",2,"1/05/2018","Appleby-Kew.",3112900,"Invercargill City.",NA,NA,NA,NA,NA
"2362",2071,"Common Assault",2,"1/05/2018","Elsdon-Takapuwahia.",2036303,"Porirua City.",NA,NA,NA,NA,NA
"2363",2072,"Common Assault",2,"1/05/2018","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",NA,NA,NA,NA,NA
"2364",2073,"Common Assault",2,"1/05/2018","Hamilton Central.",909602,"Hamilton City.",NA,NA,NA,NA,NA
"2365",2074,"Common Assault",2,"1/05/2018","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"2366",2075,"Common Assault",2,"1/05/2018","Rosehill.",805000,"Auckland.",NA,NA,NA,NA,NA
"2367",2076,"Common Assault",2,"1/05/2018","Heidelberg.",3147502,"Invercargill City.",NA,NA,NA,NA,NA
"2368",2077,"Common Assault",2,"1/05/2018","Clendon South.",774449,"Auckland.",NA,NA,NA,NA,NA
"2369",2078,"Aggravated Sexual Assault",2,"1/05/2018","Half Moon Bay.",678900,"Auckland.",NA,NA,NA,NA,NA
"2370",2079,"Aggravated Sexual Assault",2,"1/05/2018","Waitangirua.",2059000,"Porirua City.",NA,NA,NA,NA,NA
"2371",2080,"Non-Aggravated Sexual Assault",2,"1/05/2018","Tauhara.",1270800,"Taupo District.",NA,NA,NA,NA,NA
"2372",2081,"Non-Aggravated Sexual Assault",2,"1/05/2018","Paraite.",1559100,"New Plymouth District.",NA,NA,NA,NA,NA
"2373",2082,"Aggravated Sexual Assault",2,"1/05/2018","Massey University.",1798900,"Palmerston North City.",NA,NA,NA,NA,NA
"2374",2083,"Non-Aggravated Sexual Assault",2,"1/05/2018","Laird Park.",1704200,"Wanganui District.",NA,NA,NA,NA,NA
"2375",2084,"Aggravated Sexual Assault",2,"1/05/2018","Nawton.",905600,"Hamilton City.",NA,NA,NA,NA,NA
"2376",2085,"Aggravated Sexual Assault",2,"1/05/2018","Albany.",178900,"Auckland.",NA,NA,NA,NA,NA
"2377",2086,"Aggravated Sexual Assault",2,"1/05/2018","Hamilton Lake.",929502,"Hamilton City.",NA,NA,NA,NA,NA
"2378",2087,"Non-Aggravated Sexual Assault",2,"1/05/2018","Omanu.",1197700,"Tauranga City.",NA,NA,NA,NA,NA
"2379",2088,"Non-Aggravated Sexual Assault",2,"1/05/2018","Allandale-Mokorua.",1305909,"Whakatane District.",NA,NA,NA,NA,NA
"2380",2089,"Aggravated Sexual Assault",2,"1/05/2018","Nawton.",905600,"Hamilton City.",NA,NA,NA,NA,NA
"2381",2090,"Non-Aggravated Sexual Assault",2,"1/05/2018","999999",-315,"Tasman District.",NA,NA,NA,NA,NA
"2382",2091,"Non-Aggravated Sexual Assault",2,"1/05/2018","Auckland Central East.",438106,"Auckland.",NA,NA,NA,NA,NA
"2383",2092,"Aggravated Sexual Assault",2,"1/05/2018","Kingdale.",230402,"Auckland.",NA,NA,NA,NA,NA
"2384",2093,"Aggravated Sexual Assault",2,"1/05/2018","Porirua Central.",2052400,"Porirua City.",NA,NA,NA,NA,NA
"2385",2094,"Aggravated Sexual Assault",2,"1/05/2018","Hamilton Central.",912200,"Hamilton City.",NA,NA,NA,NA,NA
"2386",2095,"Aggravated Sexual Assault",2,"1/05/2018","Bellevue.",1159201,"Tauranga City.",NA,NA,NA,NA,NA
"2387",2096,"Aggravated Sexual Assault",2,"1/05/2018","Forbury.",2927900,"Dunedin City.",NA,NA,NA,NA,NA
"2388",2097,"Non-Aggravated Sexual Assault",2,"1/05/2018","Linwood East.",2567500,"Christchurch City.",NA,NA,NA,NA,NA
"2389",2098,"Aggravated Sexual Assault",2,"1/05/2018","Pigeon Mountain North.",680709,"Auckland.",NA,NA,NA,NA,NA
"2390",2099,"Aggravated Sexual Assault",2,"1/05/2018","Fernhill.",2895700,"Dunedin City.",NA,NA,NA,NA,NA
"2391",2100,"Aggravated Sexual Assault",2,"1/05/2018","Whataupoko.",1380100,"Gisborne District.",NA,NA,NA,NA,NA
"2392",2101,"Aggravated Sexual Assault",2,"1/05/2018","Bay View.",1413900,"Napier City.",NA,NA,NA,NA,NA
"2393",2102,"Aggravated Sexual Assault",2,"1/05/2018","999999",-161,"Waipa District.",NA,NA,NA,NA,NA
"2394",2103,"Aggravated Sexual Assault",2,"1/05/2018","Waipu.",81000,"Whangarei District.",NA,NA,NA,NA,NA
"2395",2104,"Non-Aggravated Sexual Assault",2,"1/05/2018","Auckland Central East.",437702,"Auckland.",NA,NA,NA,NA,NA
"2396",2105,"Aggravated Sexual Assault",2,"1/05/2018","Caversham.",2913400,"Dunedin City.",NA,NA,NA,NA,NA
"2397",2106,"Non-Aggravated Sexual Assault",2,"1/05/2018","Auckland Central West.",434300,"Auckland.",NA,NA,NA,NA,NA
"2398",2107,"Common Assault",2,"1/05/2018","Palmerston North Central.",1828500,"Palmerston North City.",NA,NA,NA,NA,NA
"2399",2108,"Common Assault",2,"1/05/2018","Lambton.",2123700,"Wellington City.",NA,NA,NA,NA,NA
"2400",2109,"Common Assault",2,"1/05/2018","Riccarton.",2473000,"Christchurch City.",NA,NA,NA,NA,NA
"2401",2110,"Common Assault",2,"1/05/2018","Huntly East.",944000,"Waikato District.",NA,NA,NA,NA,NA
"2402",2111,"Common Assault",2,"1/05/2018","Greytown.",2266000,"South Wairarapa District.",NA,NA,NA,NA,NA
"2403",2112,"Common Assault",2,"1/05/2018","Porirua East.",2055100,"Porirua City.",NA,NA,NA,NA,NA
"2404",2113,"Common Assault",2,"1/05/2018","Woolston South.",2586700,"Christchurch City.",NA,NA,NA,NA,NA
"2405",2114,"Common Assault",2,"1/05/2018","Middleton.",2638500,"Christchurch City.",NA,NA,NA,NA,NA
"2406",2115,"Common Assault",2,"1/05/2018","Freemans Bay.",415000,"Auckland.",NA,NA,NA,NA,NA
"2407",2116,"Common Assault",2,"1/05/2018","Wade Heads.",174013,"Auckland.",NA,NA,NA,NA,NA
"2408",2117,"Common Assault",2,"1/05/2018","Gisborne Central.",1372100,"Gisborne District.",NA,NA,NA,NA,NA
"2409",2118,"Common Assault",2,"1/05/2018","Hamilton Central.",909402,"Hamilton City.",NA,NA,NA,NA,NA
"2410",2119,"Common Assault",2,"1/05/2018","Sulphur Point.",1163002,"Tauranga City.",NA,NA,NA,NA,NA
"2411",2120,"Common Assault",2,"1/05/2018","Auckland Central East.",437101,"Auckland.",NA,NA,NA,NA,NA
"2412",2121,"Common Assault",2,"1/05/2018","Papakura East.",799500,"Auckland.",NA,NA,NA,NA,NA
"2413",2122,"Common Assault",2,"1/05/2018","Otago University.",2867800,"Dunedin City.",NA,NA,NA,NA,NA
"2414",2123,"Common Assault",2,"1/05/2018","St Leonards.",1487700,"Hastings District.",NA,NA,NA,NA,NA
"2415",2124,"Common Assault",2,"1/05/2018","Waterloo East.",1971400,"Lower Hutt City.",NA,NA,NA,NA,NA
"2416",2125,"Common Assault",2,"1/05/2018","Lochain.",1474003,"Hastings District.",NA,NA,NA,NA,NA
"2417",2126,"Common Assault",2,"1/05/2018","Hamilton Lake.",930601,"Hamilton City.",NA,NA,NA,NA,NA
"2418",2127,"Common Assault",2,"1/05/2018","Foxton Beach.",1782903,"Horowhenua District.",NA,NA,NA,NA,NA
"2419",2128,"Common Assault",2,"1/05/2018","Waihi.",1079800,"Hauraki District.",NA,NA,NA,NA,NA
"2420",2129,"Common Assault",2,"1/05/2018","Palmerston North Central.",1829400,"Palmerston North City.",NA,NA,NA,NA,NA
"2421",2130,"Common Assault",2,"1/05/2018","St Johns Hill.",1706200,"Wanganui District.",NA,NA,NA,NA,NA
"2422",2131,"Common Assault",2,"1/05/2018","Onekawa South.",1441200,"Napier City.",NA,NA,NA,NA,NA
"2423",2132,"Common Assault",2,"1/05/2018","Hornby South.",2489600,"Christchurch City.",NA,NA,NA,NA,NA
"2424",2133,"Common Assault",2,"1/05/2018","Victoria.",1236500,"Rotorua District.",NA,NA,NA,NA,NA
"2425",2134,"Common Assault",2,"1/05/2018","Hastings Central.",1492100,"Hastings District.",NA,NA,NA,NA,NA
"2426",2135,"Common Assault",2,"1/05/2018","Hastings Central.",1492100,"Hastings District.",NA,NA,NA,NA,NA
"2427",2136,"Common Assault",4,"1/03/2018","Howick Central.",650000,"Auckland.",NA,NA,NA,NA,NA
"2428",2137,"Common Assault",4,"1/03/2018","Auckland Central East.",437600,"Auckland.",NA,NA,NA,NA,NA
"2429",2138,"Common Assault",4,"1/03/2018","Onekawa Central.",1438600,"Napier City.",NA,NA,NA,NA,NA
"2430",2139,"Common Assault",4,"1/03/2018","Fairview.",179201,"Auckland.",NA,NA,NA,NA,NA
"2431",2140,"Common Assault",4,"1/03/2018","Auckland Central East.",438302,"Auckland.",NA,NA,NA,NA,NA
"2432",2141,"Common Assault",4,"1/03/2018","Mascot.",737500,"Auckland.",NA,NA,NA,NA,NA
"2433",2142,"Common Assault",4,"1/03/2018","Ngunguru.",62102,"Whangarei District.",NA,NA,NA,NA,NA
"2434",2143,"Common Assault",4,"1/03/2018","Aro Street-Nairn Street.",2159202,"Wellington City.",NA,NA,NA,NA,NA
"2435",2144,"Common Assault",4,"1/03/2018","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"2436",2145,"Common Assault",4,"1/03/2018","Auckland Central East.",437702,"Auckland.",NA,NA,NA,NA,NA
"2437",2146,"Common Assault",4,"1/03/2018","Frankton East.",3038309,"Queenstown-Lakes District.",NA,NA,NA,NA,NA
"2438",2147,"Common Assault",4,"1/03/2018","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"2439",2148,"Common Assault",4,"1/03/2018","Willis Street-Cambridge Terrace.",2135500,"Wellington City.",NA,NA,NA,NA,NA
"2440",2149,"Common Assault",4,"1/03/2018","Matarawa.",1140700,"South Waikato District.",NA,NA,NA,NA,NA
"2441",2150,"Common Assault",4,"1/03/2018","Mosgiel South.",2968800,"Dunedin City.",NA,NA,NA,NA,NA
"2442",2151,"Common Assault",4,"1/03/2018","Mcleans Island.",2494300,"Christchurch City.",NA,NA,NA,NA,NA
"2443",2152,"Common Assault",4,"1/03/2018","Orewa.",171500,"Auckland.",NA,NA,NA,NA,NA
"2444",2153,"Common Assault",4,"1/03/2018","Willis Street-Cambridge Terrace.",2133600,"Wellington City.",NA,NA,NA,NA,NA
"2445",2154,"Common Assault",4,"1/03/2018","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"2446",2155,"Common Assault",4,"1/03/2018","Newton.",412100,"Auckland.",NA,NA,NA,NA,NA
"2447",2156,"Common Assault",4,"1/03/2018","Auckland Harbourside.",433001,"Auckland.",NA,NA,NA,NA,NA
"2448",2157,"Common Assault",4,"1/03/2018","Twyford.",1471000,"Hastings District.",NA,NA,NA,NA,NA
"2449",2158,"Common Assault",4,"1/03/2018","Winchester.",2769300,"Timaru District.",NA,NA,NA,NA,NA
"2450",2159,"Common Assault",4,"1/03/2018","Urenui.",1550100,"New Plymouth District.",NA,NA,NA,NA,NA
"2451",2160,"Common Assault",4,"1/03/2018","Struan Park.",1568600,"New Plymouth District.",NA,NA,NA,NA,NA
"2452",2161,"Common Assault",4,"1/03/2018","Kuirau.",1233700,"Rotorua District.",NA,NA,NA,NA,NA
"2453",2162,"Common Assault",4,"1/03/2018","Sydenham.",2621701,"Christchurch City.",NA,NA,NA,NA,NA
"2454",2163,"Common Assault",4,"1/03/2018","Hastings Central.",1490600,"Hastings District.",NA,NA,NA,NA,NA
"2455",2164,"Common Assault",4,"1/03/2018","Brentwood.",1892300,"Upper Hutt City.",NA,NA,NA,NA,NA
"2456",2165,"Common Assault",4,"1/03/2018","Glen Innes West.",476100,"Auckland.",NA,NA,NA,NA,NA
"2457",2166,"Common Assault",4,"1/03/2018","Cathedral Square.",2649300,"Christchurch City.",NA,NA,NA,NA,NA
"2458",2167,"Common Assault",4,"1/03/2018","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"2459",2168,"Common Assault",4,"1/03/2018","Masterton Central.",2245300,"Masterton District.",NA,NA,NA,NA,NA
"2460",2169,"Common Assault",4,"1/03/2018","Taupo Central.",1274100,"Taupo District.",NA,NA,NA,NA,NA
"2461",2170,"Common Assault",4,"1/03/2018","Auckland Harbourside.",433006,"Auckland.",NA,NA,NA,NA,NA
"2462",2171,"Common Assault",4,"1/03/2018","Waitangirua.",2061501,"Porirua City.",NA,NA,NA,NA,NA
"2463",2172,"Common Assault",4,"1/03/2018","High St-Stuart St.",2899900,"Dunedin City.",NA,NA,NA,NA,NA
"2464",2173,"Common Assault",4,"1/03/2018","South Beach-Camerons.",2413702,"Grey District.",NA,NA,NA,NA,NA
"2465",2174,"Common Assault",4,"1/03/2018","Mt Maunganui North.",1196100,"Tauranga City.",NA,NA,NA,NA,NA
"2466",2175,"Common Assault",4,"1/03/2018","Palmerston North Central.",1829300,"Palmerston North City.",NA,NA,NA,NA,NA
"2467",2176,"Common Assault",4,"1/03/2018","Auckland Central West.",433600,"Auckland.",NA,NA,NA,NA,NA
"2468",2177,"Common Assault",4,"1/03/2018","Auckland Central West.",433302,"Auckland.",NA,NA,NA,NA,NA
"2469",2178,"Common Assault",4,"1/03/2018","Pomare.",1229300,"Rotorua District.",NA,NA,NA,NA,NA
"2470",2179,"Common Assault",4,"1/03/2018","Dargaville.",115700,"Kaipara District.",NA,NA,NA,NA,NA
"2471",2180,"Common Assault",4,"1/03/2018","New Plymouth Central.",1594700,"New Plymouth District.",NA,NA,NA,NA,NA
"2472",2181,"Common Assault",4,"1/03/2018","Grey Lynn East.",411000,"Auckland.",NA,NA,NA,NA,NA
"2473",2182,"Common Assault",4,"1/03/2018","Seaview.",2792400,"Timaru District.",NA,NA,NA,NA,NA
"2474",2183,"Common Assault",4,"1/03/2018","Willis Street-Cambridge Terrace.",2133300,"Wellington City.",NA,NA,NA,NA,NA
"2475",2184,"Common Assault",4,"1/03/2018","Windsor Park.",180866,"Auckland.",NA,NA,NA,NA,NA
"2476",2185,"Common Assault",4,"1/03/2018","Mt Maunganui North.",1196100,"Tauranga City.",NA,NA,NA,NA,NA
"2477",2186,"Common Assault",4,"1/03/2018","Mangere East.",747500,"Auckland.",NA,NA,NA,NA,NA
"2478",2187,"Common Assault",4,"1/03/2018","Hagley Park.",2678201,"Christchurch City.",NA,NA,NA,NA,NA
"2479",2188,"Common Assault",4,"1/03/2018","Beerescourt.",901100,"Hamilton City.",NA,NA,NA,NA,NA
"2480",2189,"Common Assault",4,"1/03/2018","Blenheim Central.",2299000,"Marlborough District.",NA,NA,NA,NA,NA
"2481",2190,"Common Assault",4,"1/03/2018","Orowaiti.",2387400,"Buller District.",NA,NA,NA,NA,NA
"2482",2191,"Common Assault",4,"1/03/2018","Casebrook.",2511900,"Christchurch City.",NA,NA,NA,NA,NA
"2483",2192,"Common Assault",4,"1/03/2018","Lambton.",2127300,"Wellington City.",NA,NA,NA,NA,NA
"2484",2193,"Common Assault",4,"1/03/2018","Huntly East.",943900,"Waikato District.",NA,NA,NA,NA,NA
"2485",2194,"Common Assault",4,"1/03/2018","Witherlea.",2304700,"Marlborough District.",NA,NA,NA,NA,NA
"2486",2195,"Common Assault",4,"1/03/2018","Takanini South.",765401,"Auckland.",NA,NA,NA,NA,NA
"2487",2196,"Common Assault",4,"1/03/2018","Middleton.",2539001,"Christchurch City.",NA,NA,NA,NA,NA
"2488",2197,"Common Assault",4,"1/03/2018","Masterton Central.",2245000,"Masterton District.",NA,NA,NA,NA,NA
"2489",2198,"Common Assault",4,"1/03/2018","North Harbour East.",180214,"Auckland.",NA,NA,NA,NA,NA
"2490",2199,"Common Assault",4,"1/03/2018","Aranui.",2576200,"Christchurch City.",NA,NA,NA,NA,NA
"2491",2200,"Common Assault",4,"1/03/2018","Dinsdale South.",921607,"Hamilton City.",NA,NA,NA,NA,NA
"2492",2201,"Common Assault",4,"1/03/2018","Mangere Station.",749900,"Auckland.",NA,NA,NA,NA,NA
"2493",2202,"Common Assault",4,"1/03/2018","Wesley.",579200,"Auckland.",NA,NA,NA,NA,NA
"2494",2203,"Common Assault",4,"1/03/2018","Taihape.",1751200,"Rangitikei District.",NA,NA,NA,NA,NA
"2495",2204,"Common Assault",4,"1/03/2018","Te Papapa.",607700,"Auckland.",NA,NA,NA,NA,NA
"2496",2205,"Common Assault",4,"1/03/2018","Victoria.",1237300,"Rotorua District.",NA,NA,NA,NA,NA
"2497",2206,"Common Assault",4,"1/03/2018","Whataroa.",2417800,"Westland District.",NA,NA,NA,NA,NA
"2498",2207,"Common Assault",4,"1/03/2018","Grey Lynn East.",404800,"Auckland.",NA,NA,NA,NA,NA
"2499",2208,"Aggravated Sexual Assault",4,"1/03/2018","Grey Lynn East.",411500,"Auckland.",NA,NA,NA,NA,NA
"2500",2209,"Non-Aggravated Sexual Assault",4,"1/03/2018","Kohimarama West.",503900,"Auckland.",NA,NA,NA,NA,NA
"2501",2210,"Non-Aggravated Sexual Assault",4,"1/03/2018","Ferrymead.",2589600,"Christchurch City.",NA,NA,NA,NA,NA
"2502",2211,"Aggravated Sexual Assault",4,"1/03/2018","Pines-Kairaki Beach.",2447204,"Waimakariri District.",NA,NA,NA,NA,NA
"2503",2212,"Non-Aggravated Sexual Assault",4,"1/03/2018","Takanini West.",767503,"Auckland.",NA,NA,NA,NA,NA
"2504",2213,"Aggravated Sexual Assault",4,"1/03/2018","Auckland Harbourside.",433001,"Auckland.",NA,NA,NA,NA,NA
"2505",2214,"Aggravated Sexual Assault",4,"1/03/2018","Auckland Central West.",434000,"Auckland.",NA,NA,NA,NA,NA
