"","District","date","Event.Type","Number of victims","Territorial.Authority","ANZSOC.Group"
"1113",NA,"1/6/17",NA,39719,"Tauranga City.","Common Assault"
"1114",NA,"1/10/17",NA,40724,"Western Bay of Plenty District.","Common Assault"
"1115",NA,"1/10/17",NA,40729,"Auckland.","Common Assault"
"1116",NA,"1/10/17",NA,40734,"Rotorua District.","Common Assault"
"1117",NA,"1/10/17",NA,40739,"Porirua City.","Common Assault"
"1118",NA,"1/10/17",NA,40743,"Auckland.","Serious Assault Resulting in Injury"
"1119",NA,"1/10/17",NA,40749,"Christchurch City.","Common Assault"
"1120",NA,"1/10/17",NA,40754,"Whangarei District.","Common Assault"
"1121",NA,"1/10/17",NA,40763,"Far North District.","Serious Assault Resulting in Injury"
"1122",NA,"1/10/17",NA,40769,"Tauranga City.","Common Assault"
"1123",NA,"1/10/17",NA,40774,"Auckland.","Common Assault"
"1124",NA,"1/10/17",NA,40779,"Kapiti Coast District.","Common Assault"
"1125",NA,"1/10/17",NA,40788,"Auckland.","Serious Assault Resulting in Injury"
"1126",NA,"1/10/17",NA,40794,"Dunedin City.","Common Assault"
"1127",NA,"1/10/17",NA,40799,"Tauranga City.","Common Assault"
"1128",NA,"1/10/17",NA,40801,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"1129",NA,"1/10/17",NA,40803,"Dunedin City.","Serious Assault Resulting in Injury"
"1130",NA,"1/10/17",NA,40804,"Christchurch City.","Common Assault"
"1131",NA,"1/10/17",NA,40809,"Whakatane District.","Common Assault"
"1132",NA,"1/10/17",NA,40824,"Central Hawke's Bay District.","Common Assault"
"1133",NA,"1/10/17",NA,40860,"Kaikoura District.","Aggravated Sexual Assault"
"1134",NA,"1/10/17",NA,40862,"Auckland.","Non-Aggravated Sexual Assault"
"1135",NA,"1/6/17",NA,42098,"Marlborough District.","Serious Assault Resulting in Injury"
"1136",NA,"1/6/17",NA,42099,"Palmerston North City.","Common Assault"
"1137",NA,"1/6/17",NA,42104,"Whakatane District.","Common Assault"
"1138",NA,"1/6/17",NA,42106,"Dunedin City.","Serious Assault Not Resulting in Injury"
"1139",NA,"1/6/17",NA,42109,"Christchurch City.","Common Assault"
"1140",NA,"1/6/17",NA,42119,"Whangarei District.","Common Assault"
"1141",NA,"1/6/17",NA,42124,"Wellington City.","Common Assault"
"1142",NA,"1/6/17",NA,42126,"Kapiti Coast District.","Serious Assault Not Resulting in Injury"
"1143",NA,"1/6/17",NA,42135,"Waipa District.","Aggravated Sexual Assault"
"1144",NA,"1/3/17",NA,43009,"Auckland.","Common Assault"
"1145",NA,"1/3/17",NA,43014,"Dunedin City.","Common Assault"
"1146",NA,"1/3/17",NA,43021,"Hamilton City.","Serious Assault Not Resulting in Injury"
"1147",NA,"1/3/17",NA,43026,"Wellington City.","Serious Assault Not Resulting in Injury"
"1148",NA,"1/3/17",NA,43034,"Auckland.","Common Assault"
"1149",NA,"1/3/17",NA,43041,"Christchurch City.","Serious Assault Not Resulting in Injury"
"1150",NA,"1/3/17",NA,43049,"Invercargill City.","Common Assault"
"1151",NA,"1/3/17",NA,43054,"Dunedin City.","Common Assault"
"1152",NA,"1/3/17",NA,43059,"Hastings District.","Common Assault"
"1153",NA,"1/3/17",NA,43061,"Napier City.","Serious Assault Not Resulting in Injury"
"1154",NA,"1/3/17",NA,43066,"Timaru District.","Serious Assault Not Resulting in Injury"
"1155",NA,"1/3/17",NA,43074,"Ruapehu District.","Common Assault"
"1156",NA,"1/3/17",NA,43079,"Palmerston North City.","Common Assault"
"1157",NA,"1/3/17",NA,43086,"Dunedin City.","Serious Assault Not Resulting in Injury"
"1158",NA,"1/3/17",NA,43094,"Christchurch City.","Common Assault"
"1159",NA,"1/3/17",NA,43101,"Auckland.","Serious Assault Not Resulting in Injury"
"1160",NA,"1/3/17",NA,43106,"Auckland.","Serious Assault Not Resulting in Injury"
"1161",NA,"1/3/17",NA,43108,"Kaipara District.","Serious Assault Resulting in Injury"
"1162",NA,"1/3/17",NA,43109,"Auckland.","Common Assault"
"1163",NA,"1/3/17",NA,43116,"Auckland.","Serious Assault Not Resulting in Injury"
"1164",NA,"1/3/17",NA,43121,"Taupo District.","Serious Assault Not Resulting in Injury"
"1165",NA,"1/3/17",NA,43124,"Auckland.","Common Assault"
"1166",NA,"1/3/17",NA,43129,"Nelson City.","Common Assault"
"1167",NA,"1/3/17",NA,43131,"Auckland.","Serious Assault Not Resulting in Injury"
"1168",NA,"1/3/17",NA,43136,"Gore District.","Serious Assault Not Resulting in Injury"
"1169",NA,"1/3/17",NA,43141,"Waikato District.","Serious Assault Not Resulting in Injury"
"1170",NA,"1/3/17",NA,43144,"Auckland.","Common Assault"
"1171",NA,"1/3/17",NA,43151,"Wanganui District.","Serious Assault Not Resulting in Injury"
"1172",NA,"1/3/17",NA,43175,"Ruapehu District.","Aggravated Sexual Assault"
"1173",NA,"1/3/17",NA,43180,"Horowhenua District.","Aggravated Sexual Assault"
"1174",NA,"1/3/17",NA,43185,"Auckland.","Aggravated Sexual Assault"
"1175",NA,"1/3/17",NA,43190,"Western Bay of Plenty District.","Aggravated Sexual Assault"
"1176",NA,"1/3/17",NA,43195,"Whangarei District.","Aggravated Sexual Assault"
"1177",NA,"1/12/17",NA,43434,"Wellington City.","Common Assault"
"1178",NA,"1/12/17",NA,43439,"Auckland.","Common Assault"
"1179",NA,"1/12/17",NA,43444,"Wairoa District.","Common Assault"
"1180",NA,"1/12/17",NA,43449,"New Plymouth District.","Common Assault"
"1181",NA,"1/12/17",NA,43454,"New Plymouth District.","Common Assault"
"1182",NA,"1/12/17",NA,43459,"South Taranaki District.","Common Assault"
"1183",NA,"1/12/17",NA,43464,"Auckland.","Common Assault"
"1184",NA,"1/12/17",NA,43466,"Hamilton City.","Serious Assault Not Resulting in Injury"
"1185",NA,"1/12/17",NA,43471,"Kapiti Coast District.","Serious Assault Not Resulting in Injury"
"1186",NA,"1/12/17",NA,43476,"Timaru District.","Serious Assault Not Resulting in Injury"
"1187",NA,"1/12/17",NA,43483,"Wellington City.","Serious Assault Resulting in Injury"
"1188",NA,"1/12/17",NA,43488,"Waipa District.","Serious Assault Resulting in Injury"
"1189",NA,"1/12/17",NA,43493,"Porirua City.","Serious Assault Resulting in Injury"
"1190",NA,"1/12/17",NA,43499,"Upper Hutt City.","Common Assault"
"1191",NA,"1/12/17",NA,43504,"Auckland.","Common Assault"
"1192",NA,"1/12/17",NA,43509,"Hamilton City.","Common Assault"
"1193",NA,"1/12/17",NA,43514,"Auckland.","Common Assault"
"1194",NA,"1/12/17",NA,43519,"Whangarei District.","Common Assault"
"1195",NA,"1/12/17",NA,43524,"Auckland.","Common Assault"
"1196",NA,"1/12/17",NA,43529,"Wellington City.","Common Assault"
"1197",NA,"1/12/17",NA,43536,"Tararua District.","Serious Assault Not Resulting in Injury"
"1198",NA,"1/12/17",NA,43541,"Hamilton City.","Serious Assault Not Resulting in Injury"
"1199",NA,"1/12/17",NA,43546,"Gisborne District.","Serious Assault Not Resulting in Injury"
"1200",NA,"1/12/17",NA,43548,"Napier City.","Serious Assault Resulting in Injury"
"1201",NA,"1/12/17",NA,43553,"Masterton District.","Serious Assault Resulting in Injury"
"1202",NA,"1/12/17",NA,43558,"Wellington City.","Serious Assault Resulting in Injury"
"1203",NA,"1/12/17",NA,43563,"Porirua City.","Serious Assault Resulting in Injury"
"1204",NA,"1/12/17",NA,43569,"Hastings District.","Common Assault"
"1205",NA,"1/12/17",NA,43574,"Auckland.","Common Assault"
"1206",NA,"1/12/17",NA,43579,"Wellington City.","Common Assault"
"1207",NA,"1/12/17",NA,43584,"Wanganui District.","Common Assault"
"1208",NA,"1/12/17",NA,43591,"Hastings District.","Serious Assault Not Resulting in Injury"
"1209",NA,"1/12/17",NA,43598,"Auckland.","Serious Assault Resulting in Injury"
"1210",NA,"1/12/17",NA,43603,"Rotorua District.","Serious Assault Resulting in Injury"
"1211",NA,"1/12/17",NA,43604,"Dunedin City.","Common Assault"
"1212",NA,"1/12/17",NA,43609,"Auckland.","Common Assault"
"1213",NA,"1/12/17",NA,43614,"Masterton District.","Common Assault"
"1214",NA,"1/12/17",NA,43619,"Whangarei District.","Common Assault"
"1215",NA,"1/12/17",NA,43621,"Auckland.","Serious Assault Not Resulting in Injury"
"1216",NA,"1/12/17",NA,43626,"Porirua City.","Serious Assault Not Resulting in Injury"
"1217",NA,"1/12/17",NA,43633,"Wanganui District.","Serious Assault Resulting in Injury"
"1218",NA,"1/12/17",NA,43639,"Gisborne District.","Common Assault"
"1219",NA,"1/12/17",NA,43648,"Opotiki District.","Serious Assault Resulting in Injury"
"1220",NA,"1/12/17",NA,43654,"Timaru District.","Common Assault"
"1221",NA,"1/12/17",NA,43659,"Dunedin City.","Common Assault"
"1222",NA,"1/12/17",NA,43664,"Auckland.","Common Assault"
"1223",NA,"1/12/17",NA,43671,"Auckland.","Serious Assault Not Resulting in Injury"
"1224",NA,"1/12/17",NA,43678,"Hamilton City.","Serious Assault Resulting in Injury"
"1225",NA,"1/12/17",NA,43715,"Auckland.","Aggravated Sexual Assault"
"1226",NA,"1/12/17",NA,43717,"Auckland.","Non-Aggravated Sexual Assault"
"1227",NA,"1/12/17",NA,43720,"Auckland.","Aggravated Sexual Assault"
"1228",NA,"1/12/17",NA,43722,"Lower Hutt City.","Non-Aggravated Sexual Assault"
"1229",NA,"1/12/17",NA,43725,"New Plymouth District.","Aggravated Sexual Assault"
"1230",NA,"1/12/17",NA,43727,"Dunedin City.","Non-Aggravated Sexual Assault"
"1231",NA,"1/12/17",NA,43732,"Auckland.","Non-Aggravated Sexual Assault"
"1232",NA,"1/12/17",NA,43735,"Gisborne District.","Aggravated Sexual Assault"
"1233",NA,"1/12/17",NA,43740,"Christchurch City.","Aggravated Sexual Assault"
"1234",NA,"1/12/17",NA,44829,"Wellington City.","Common Assault"
"1235",NA,"1/12/17",NA,44834,"Tauranga City.","Common Assault"
"1236",NA,"1/12/17",NA,44839,"Auckland.","Common Assault"
"1237",NA,"1/12/17",NA,44844,"Dunedin City.","Common Assault"
"1238",NA,"1/12/17",NA,44846,"Auckland.","Serious Assault Not Resulting in Injury"
"1239",NA,"1/12/17",NA,44848,"Auckland.","Serious Assault Resulting in Injury"
"1240",NA,"1/12/17",NA,44854,"Auckland.","Common Assault"
"1241",NA,"1/12/17",NA,44859,"Horowhenua District.","Common Assault"
"1242",NA,"1/1/18",NA,46634,"Palmerston North City.","Common Assault"
"1243",NA,"1/1/18",NA,46639,"Napier City.","Common Assault"
"1244",NA,"1/1/18",NA,46649,"Lower Hutt City.","Common Assault"
"1245",NA,"1/1/18",NA,46654,"Tauranga City.","Common Assault"
"1246",NA,"1/1/18",NA,46659,"Napier City.","Common Assault"
"1247",NA,"1/1/18",NA,46661,"Gisborne District.","Serious Assault Not Resulting in Injury"
"1248",NA,"1/1/18",NA,46663,"Wanganui District.","Serious Assault Resulting in Injury"
"1249",NA,"1/1/18",NA,46668,"Lower Hutt City.","Serious Assault Resulting in Injury"
"1250",NA,"1/1/18",NA,46669,"Christchurch City.","Common Assault"
"1251",NA,"1/1/18",NA,46679,"Dunedin City.","Common Assault"
"1252",NA,"1/1/18",NA,46687,"Auckland.","Non-Aggravated Sexual Assault"
"1253",NA,"1/7/17",NA,47564,"Auckland.","Common Assault"
"1254",NA,"1/7/17",NA,47569,"Whangarei District.","Common Assault"
"1255",NA,"1/7/17",NA,47574,"Auckland.","Common Assault"
"1256",NA,"1/7/17",NA,47579,"Auckland.","Common Assault"
"1257",NA,"1/7/17",NA,47581,"Tauranga City.","Serious Assault Not Resulting in Injury"
"1258",NA,"1/7/17",NA,47583,"Tauranga City.","Serious Assault Resulting in Injury"
"1259",NA,"1/7/17",NA,47589,"Auckland.","Common Assault"
"1260",NA,"1/7/17",NA,47594,"Auckland.","Common Assault"
"1261",NA,"1/7/17",NA,47603,"Gisborne District.","Serious Assault Resulting in Injury"
"1262",NA,"1/7/17",NA,47604,"Tauranga City.","Common Assault"
"1263",NA,"1/7/17",NA,47609,"Whakatane District.","Common Assault"
"1264",NA,"1/7/17",NA,47614,"Central Otago District.","Common Assault"
"1265",NA,"1/7/17",NA,47624,"Far North District.","Common Assault"
"1266",NA,"1/7/17",NA,47629,"Queenstown-Lakes District.","Common Assault"
"1267",NA,"1/7/17",NA,47633,"Auckland.","Serious Assault Resulting in Injury"
"1268",NA,"1/7/17",NA,47634,"Kaipara District.","Common Assault"
"1269",NA,"1/7/17",NA,47639,"Nelson City.","Common Assault"
"1270",NA,"1/7/17",NA,47641,"Auckland.","Serious Assault Not Resulting in Injury"
"1271",NA,"1/7/17",NA,47644,"Whakatane District.","Common Assault"
"1272",NA,"1/7/17",NA,47649,"Horowhenua District.","Common Assault"
"1273",NA,"1/7/17",NA,47654,"Auckland.","Common Assault"
"1274",NA,"1/7/17",NA,47656,"Auckland.","Serious Assault Not Resulting in Injury"
"1275",NA,"1/7/17",NA,47658,"Lower Hutt City.","Serious Assault Resulting in Injury"
"1276",NA,"1/1/18",NA,47799,"Wellington City.","Common Assault"
"1277",NA,"1/1/18",NA,47804,"Far North District.","Common Assault"
"1278",NA,"1/1/18",NA,47809,"Tauranga City.","Common Assault"
"1279",NA,"1/1/18",NA,47814,"Christchurch City.","Common Assault"
"1280",NA,"1/1/18",NA,47819,"Auckland.","Common Assault"
"1281",NA,"1/1/18",NA,47821,"Auckland.","Serious Assault Not Resulting in Injury"
"1282",NA,"1/1/18",NA,47826,"Auckland.","Serious Assault Not Resulting in Injury"
"1283",NA,"1/1/18",NA,47828,"Christchurch City.","Serious Assault Resulting in Injury"
"1284",NA,"1/1/18",NA,47833,"Hamilton City.","Serious Assault Resulting in Injury"
"1285",NA,"1/1/18",NA,47834,"Auckland.","Common Assault"
"1286",NA,"1/1/18",NA,47839,"Gisborne District.","Common Assault"
"1287",NA,"1/1/18",NA,47844,"Horowhenua District.","Common Assault"
"1288",NA,"1/1/18",NA,47849,"Whakatane District.","Common Assault"
"1289",NA,"1/1/18",NA,47854,"Auckland.","Common Assault"
"1290",NA,"1/1/18",NA,47859,"Whangarei District.","Common Assault"
"1291",NA,"1/1/18",NA,47864,"Auckland.","Common Assault"
"1292",NA,"1/1/18",NA,47871,"Dunedin City.","Serious Assault Not Resulting in Injury"
"1293",NA,"1/1/18",NA,47876,"Carterton District.","Serious Assault Not Resulting in Injury"
"1294",NA,"1/1/18",NA,47878,"Rotorua District.","Serious Assault Resulting in Injury"
"1295",NA,"1/1/18",NA,47883,"Auckland.","Serious Assault Resulting in Injury"
"1296",NA,"1/1/18",NA,47888,"Auckland.","Serious Assault Resulting in Injury"
"1297",NA,"1/1/18",NA,47889,"Hastings District.","Common Assault"
"1298",NA,"1/1/18",NA,47894,"Auckland.","Common Assault"
"1299",NA,"1/1/18",NA,47899,"Gisborne District.","Common Assault"
"1300",NA,"1/1/18",NA,47904,"Auckland.","Common Assault"
"1301",NA,"1/1/18",NA,47909,"Auckland.","Common Assault"
"1302",NA,"1/1/18",NA,47914,"Auckland.","Common Assault"
"1303",NA,"1/1/18",NA,47916,"Auckland.","Serious Assault Not Resulting in Injury"
"1304",NA,"1/1/18",NA,47921,"Auckland.","Serious Assault Not Resulting in Injury"
"1305",NA,"1/1/18",NA,47923,"Auckland.","Serious Assault Resulting in Injury"
"1306",NA,"1/1/18",NA,47928,"Hauraki District.","Serious Assault Resulting in Injury"
"1307",NA,"1/1/18",NA,47933,"Auckland.","Serious Assault Resulting in Injury"
"1308",NA,"1/1/18",NA,47934,"Wanganui District.","Common Assault"
"1309",NA,"1/1/18",NA,47939,"Christchurch City.","Common Assault"
"1310",NA,"1/1/18",NA,47944,"Auckland.","Common Assault"
"1311",NA,"1/1/18",NA,47949,"Far North District.","Common Assault"
"1312",NA,"1/1/18",NA,47954,"Auckland.","Common Assault"
"1313",NA,"1/1/18",NA,47959,"Wellington City.","Common Assault"
"1314",NA,"1/1/18",NA,47966,"Auckland.","Serious Assault Not Resulting in Injury"
"1315",NA,"1/1/18",NA,47971,"Wairoa District.","Serious Assault Not Resulting in Injury"
"1316",NA,"1/1/18",NA,47973,"Waikato District.","Serious Assault Resulting in Injury"
"1317",NA,"1/1/18",NA,47978,"Auckland.","Serious Assault Resulting in Injury"
"1318",NA,"1/1/18",NA,47983,"Taupo District.","Serious Assault Resulting in Injury"
"1319",NA,"1/1/18",NA,47989,"Auckland.","Common Assault"
"1320",NA,"1/1/18",NA,47994,"Auckland.","Common Assault"
"1321",NA,"1/1/18",NA,47999,"Palmerston North City.","Common Assault"
"1322",NA,"1/1/18",NA,48004,"Auckland.","Common Assault"
"1323",NA,"1/1/18",NA,48006,"Wellington City.","Serious Assault Not Resulting in Injury"
"1324",NA,"1/1/18",NA,48011,"Dunedin City.","Serious Assault Not Resulting in Injury"
"1325",NA,"1/1/18",NA,48013,"Auckland.","Serious Assault Resulting in Injury"
"1326",NA,"1/1/18",NA,48018,"Hastings District.","Serious Assault Resulting in Injury"
"1327",NA,"1/1/18",NA,48024,"Hastings District.","Common Assault"
"1328",NA,"1/1/18",NA,48029,"Hamilton City.","Common Assault"
"1329",NA,"1/1/18",NA,48034,"Auckland.","Common Assault"
"1330",NA,"1/1/18",NA,48039,"Christchurch City.","Common Assault"
"1331",NA,"1/1/18",NA,48041,"Kawerau District.","Serious Assault Not Resulting in Injury"
"1332",NA,"1/1/18",NA,48046,"Waikato District.","Serious Assault Not Resulting in Injury"
"1333",NA,"1/1/18",NA,48048,"Central Hawke's Bay District.","Serious Assault Resulting in Injury"
"1334",NA,"1/1/18",NA,48053,"Auckland.","Serious Assault Resulting in Injury"
"1335",NA,"1/1/18",NA,48054,"Auckland.","Common Assault"
"1336",NA,"1/1/18",NA,48063,"Napier City.","Serious Assault Resulting in Injury"
"1337",NA,"1/1/18",NA,48069,"Christchurch City.","Common Assault"
"1338",NA,"1/1/18",NA,48074,"Tauranga City.","Common Assault"
"1339",NA,"1/1/18",NA,48079,"Wellington City.","Common Assault"
"1340",NA,"1/1/18",NA,48084,"Waimakariri District.","Common Assault"
"1341",NA,"1/1/18",NA,48091,"Auckland.","Serious Assault Not Resulting in Injury"
"1342",NA,"1/1/18",NA,48098,"Thames-Coromandel District.","Serious Assault Resulting in Injury"
"1343",NA,"1/1/18",NA,48103,"Palmerston North City.","Serious Assault Resulting in Injury"
"1344",NA,"1/1/18",NA,48137,"Auckland.","Non-Aggravated Sexual Assault"
"1345",NA,"1/1/18",NA,48142,"Auckland.","Non-Aggravated Sexual Assault"
"1346",NA,"1/1/18",NA,48155,"Tasman District.","Aggravated Sexual Assault"
"1347",NA,"1/4/17",NA,49824,"Selwyn District.","Common Assault"
"1348",NA,"1/4/17",NA,49826,"Nelson City.","Serious Assault Not Resulting in Injury"
"1349",NA,"1/4/17",NA,49831,"Gisborne District.","Serious Assault Not Resulting in Injury"
"1350",NA,"1/4/17",NA,49834,"Auckland.","Common Assault"
"1351",NA,"1/4/17",NA,49836,"Christchurch City.","Serious Assault Not Resulting in Injury"
"1352",NA,"1/4/17",NA,49841,"New Plymouth District.","Serious Assault Not Resulting in Injury"
"1353",NA,"1/4/17",NA,49844,"Auckland.","Common Assault"
"1354",NA,"1/4/17",NA,49849,"Auckland.","Common Assault"
"1355",NA,"1/4/17",NA,49854,"Tauranga City.","Common Assault"
"1356",NA,"1/4/17",NA,49856,"Wellington City.","Serious Assault Not Resulting in Injury"
"1357",NA,"1/4/17",NA,49861,"Gisborne District.","Serious Assault Not Resulting in Injury"
"1358",NA,"1/4/17",NA,49869,"Porirua City.","Common Assault"
"1359",NA,"1/4/17",NA,49874,"Christchurch City.","Common Assault"
"1360",NA,"1/4/17",NA,49876,"Far North District.","Serious Assault Not Resulting in Injury"
"1361",NA,"1/4/17",NA,49881,"Tauranga City.","Serious Assault Not Resulting in Injury"
"1362",NA,"1/4/17",NA,49886,"Tauranga City.","Serious Assault Not Resulting in Injury"
"1363",NA,"1/4/17",NA,49889,"Auckland.","Common Assault"
"1364",NA,"1/4/17",NA,49896,"Timaru District.","Serious Assault Not Resulting in Injury"
"1365",NA,"1/4/17",NA,49899,"Auckland.","Common Assault"
"1366",NA,"1/4/17",NA,49906,"Auckland.","Serious Assault Not Resulting in Injury"
"1367",NA,"1/4/17",NA,49914,"Invercargill City.","Common Assault"
"1368",NA,"1/4/17",NA,49921,"Dunedin City.","Serious Assault Not Resulting in Injury"
"1369",NA,"1/4/17",NA,49929,"Auckland.","Common Assault"
"1370",NA,"1/4/17",NA,49931,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"1371",NA,"1/4/17",NA,49950,"Horowhenua District.","Aggravated Sexual Assault"
