"","Original.Index","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority"
"314",10891,0001-06-17,"Serious Assault Not Resulting in Injury","Fitzroy.",1597800,"New Plymouth District."
"315",10894,0001-06-17,"Common Assault","Newton.",412000,"Auckland."
"316",10899,0001-06-17,"Common Assault","Regent.",96201,"Whangarei District."
"317",10901,0001-06-17,"Serious Assault Not Resulting in Injury","Papakowhai South.",2056639,"Porirua City."
"318",10906,0001-06-17,"Serious Assault Not Resulting in Injury","Hastings Central.",1492300,"Hastings District."
"319",10909,0001-06-17,"Common Assault","Feilding West.",1765700,"Manawatu District."
"320",10914,0001-06-17,"Common Assault","Sunnybrae.",202700,"Auckland."
"321",10916,0001-06-17,"Serious Assault Not Resulting in Injury","Sumner.",2703600,"Christchurch City."
"322",10921,0001-06-17,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135100,"Wellington City."
"323",10929,0001-06-17,"Common Assault","High St-Stuart St.",2899300,"Dunedin City."
"324",10934,0001-06-17,"Common Assault","Waimataitai.",2782000,"Timaru District."
"325",10936,0001-06-17,"Serious Assault Not Resulting in Injury","Mt Cook-Wallace Street.",2144200,"Wellington City."
"326",10941,0001-06-17,"Serious Assault Not Resulting in Injury","Orakei North.",499801,"Auckland."
"327",10946,0001-06-17,"Serious Assault Not Resulting in Injury","Whakaki.",1398001,"Wairoa District."
"328",10949,0001-06-17,"Common Assault","Te Kuiti.",1009400,"Waitomo District."
"329",10954,0001-06-17,"Common Assault","Redwood North.",2508900,"Christchurch City."
"330",10961,0001-06-17,"Serious Assault Not Resulting in Injury","Aro Street-Nairn Street.",2158000,"Wellington City."
"331",10966,0001-06-17,"Serious Assault Not Resulting in Injury","Kuirau.",1233600,"Rotorua District."
"332",10969,0001-06-17,"Common Assault","Dinsdale South.",916301,"Hamilton City."
"333",10976,0001-06-17,"Serious Assault Not Resulting in Injury","Insoll.",873500,"Hamilton City."
"334",10979,0001-06-17,"Common Assault","Pine Hill.",2874700,"Dunedin City."
"335",10986,0001-06-17,"Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003707,"Kapiti Coast District."
"336",10994,0001-06-17,"Common Assault","Queenwood.",879602,"Hamilton City."
"337",10996,0001-06-17,"Serious Assault Not Resulting in Injury","Fernhill.",2897600,"Dunedin City."
"338",11010,0001-06-17,"Aggravated Sexual Assault","High St-Stuart St.",2898100,"Dunedin City."
"339",11015,0001-06-17,"Aggravated Sexual Assault","Stanley Park.",1141800,"South Waikato District."
"340",11020,0001-06-17,"Aggravated Sexual Assault","Alexandra.",3025400,"Central Otago District."
"341",11025,0001-06-17,"Aggravated Sexual Assault","Parkvale.",1499300,"Hastings District."
"342",11534,0001-04-17,"Common Assault","Masterton East.",2240500,"Masterton District."
"343",11536,0001-04-17,"Serious Assault Not Resulting in Injury","Waihou-Walton.",1097200,"Matamata-Piako District."
"344",11539,0001-04-17,"Common Assault","Kerikeri.",53304,"Far North District."
"345",11541,0001-04-17,"Serious Assault Not Resulting in Injury","Waikanae West.",1875115,"Kapiti Coast District."
"346",11543,0001-04-17,"Serious Assault Resulting in Injury","Omaka.",2288200,"Marlborough District."
"347",11544,0001-04-17,"Common Assault","Naenae North.",1955600,"Lower Hutt City."
"348",11549,0001-04-17,"Common Assault","Manukau Central.",781200,"Auckland."
"349",11551,0001-04-17,"Serious Assault Not Resulting in Injury","Manukau Central.",781200,"Auckland."
"350",11554,0001-04-17,"Common Assault","Upper Riccarton.",2542401,"Christchurch City."
"351",12932,0001-05-17,"Non-Aggravated Sexual Assault","Mt Victoria West.",2143000,"Wellington City."
"352",12935,0001-05-17,"Aggravated Sexual Assault","Tuff Crater.",364900,"Auckland."
"353",12940,0001-05-17,"Aggravated Sexual Assault","Langbein.",2342600,"Nelson City."
"354",12945,0001-05-17,"Aggravated Sexual Assault","Raureka.",1481000,"Hastings District."
"355",12955,0001-05-17,"Aggravated Sexual Assault","Papanui.",2663700,"Christchurch City."
"356",13480,0001-04-17,"Aggravated Sexual Assault","Greenmeadows.",1455032,"Napier City."
"357",13482,0001-04-17,"Non-Aggravated Sexual Assault","999999",-159,"Hamilton City."
"358",17459,0001-02-17,"Common Assault","Bellevue.",1159000,"Tauranga City."
"359",17464,0001-02-17,"Common Assault","Phillipstown.",2607000,"Christchurch City."
"360",17466,0001-02-17,"Serious Assault Not Resulting in Injury","Titahi Bay South.",2041700,"Porirua City."
"361",17471,0001-02-17,"Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City."
"362",17474,0001-02-17,"Common Assault","Aorangi.",2669400,"Christchurch City."
"363",17479,0001-02-17,"Common Assault","New Plymouth Central.",1592100,"New Plymouth District."
"364",17481,0001-02-17,"Serious Assault Not Resulting in Injury","Upper Riccarton.",2542300,"Christchurch City."
"365",17486,0001-02-17,"Serious Assault Not Resulting in Injury","Bryndwr.",2548400,"Christchurch City."
"366",17489,0001-02-17,"Common Assault","Hamilton Central.",908501,"Hamilton City."
"367",17494,0001-02-17,"Common Assault","Linwood North.",2611601,"Christchurch City."
"368",17499,0001-02-17,"Common Assault","Mclean Park.",1432800,"Napier City."
"369",17501,0001-02-17,"Serious Assault Not Resulting in Injury","Masterton West.",2236900,"Masterton District."
"370",17506,0001-02-17,"Serious Assault Not Resulting in Injury","Kaitaia East.",13400,"Far North District."
"371",17514,0001-02-17,"Common Assault","Stoney Creek.",1759100,"Palmerston North City."
"372",17521,0001-02-17,"Serious Assault Not Resulting in Injury","Arakura.",2011800,"Lower Hutt City."
"373",17526,0001-02-17,"Serious Assault Not Resulting in Injury","Edgecumbe.",1321200,"Whakatane District."
"374",17531,0001-02-17,"Serious Assault Not Resulting in Injury","Palmerston North Hospital.",1834200,"Palmerston North City."
"375",17534,0001-02-17,"Common Assault","Pakuranga Central.",684000,"Auckland."
"376",17539,0001-02-17,"Common Assault","Parkway.",2016500,"Lower Hutt City."
"377",17541,0001-02-17,"Serious Assault Not Resulting in Injury","Linwood.",2608600,"Christchurch City."
"378",17546,0001-02-17,"Serious Assault Not Resulting in Injury","Tuakau.",839000,"Waikato District."
"379",17549,0001-02-17,"Common Assault","Riccarton.",2472800,"Christchurch City."
"380",17559,0001-02-17,"Common Assault","Enderley.",864600,"Hamilton City."
"381",17566,0001-02-17,"Serious Assault Not Resulting in Injury","Viscount.",739100,"Auckland."
"382",17571,0001-02-17,"Serious Assault Not Resulting in Injury","Kapuni.",1658900,"South Taranaki District."
"383",17574,0001-02-17,"Common Assault","Ashhurst.",1757200,"Palmerston North City."
"384",17581,0001-02-17,"Serious Assault Not Resulting in Injury","Taita South.",1936700,"Lower Hutt City."
"385",17586,0001-02-17,"Serious Assault Not Resulting in Injury","Lambton.",2130700,"Wellington City."
"386",18869,0001-08-17,"Common Assault","Unsworth Heights.",180861,"Auckland."
"387",18874,0001-08-17,"Common Assault","Auckland Central West.",434300,"Auckland."
"388",18876,0001-08-17,"Serious Assault Not Resulting in Injury","Welbourn.",1602100,"New Plymouth District."
"389",18881,0001-08-17,"Serious Assault Not Resulting in Injury","Parawai.",1052600,"Thames-Coromandel District."
"390",18884,0001-08-17,"Common Assault","Appleby-Kew.",3115000,"Invercargill City."
"391",18891,0001-08-17,"Serious Assault Not Resulting in Injury","Hamilton Central.",912400,"Hamilton City."
"392",18894,0001-08-17,"Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City."
"393",18899,0001-08-17,"Common Assault","Puhinui North.",671801,"Auckland."
"394",18904,0001-08-17,"Common Assault","Grange.",696701,"Auckland."
"395",18906,0001-08-17,"Serious Assault Not Resulting in Injury","Queenstown Bay.",3033600,"Queenstown-Lakes District."
"396",18911,0001-08-17,"Serious Assault Not Resulting in Injury","Arahanga.",737103,"Auckland."
"397",18919,0001-08-17,"Common Assault","Wanaka.",3036236,"Queenstown-Lakes District."
"398",18926,0001-08-17,"Serious Assault Not Resulting in Injury","Maraenui.",1444200,"Napier City."
"399",18931,0001-08-17,"Serious Assault Not Resulting in Injury","Solway South.",2235400,"Masterton District."
"400",18934,0001-08-17,"Common Assault","Otumoetai South.",1157700,"Tauranga City."
"401",18941,0001-08-17,"Serious Assault Not Resulting in Injury","Te Puke East.",1214800,"Western Bay of Plenty District."
"402",18949,0001-08-17,"Common Assault","Struan Park.",1570200,"New Plymouth District."
"403",18956,0001-08-17,"Serious Assault Not Resulting in Injury","Waverley.",1664400,"South Taranaki District."
"404",18964,0001-08-17,"Common Assault","Rothesay Bay.",156302,"Auckland."
"405",18969,0001-08-17,"Common Assault","Koutu.",1222700,"Rotorua District."
"406",18971,0001-08-17,"Serious Assault Not Resulting in Injury","Westport Urban.",2389900,"Buller District."
"407",18976,0001-08-17,"Serious Assault Not Resulting in Injury","Westown.",1575400,"New Plymouth District."
"408",18984,0001-08-17,"Common Assault","Fairfield.",2971600,"Dunedin City."
"409",18986,0001-08-17,"Serious Assault Not Resulting in Injury","Kawerau.",1319100,"Kawerau District."
"410",18991,0001-08-17,"Serious Assault Not Resulting in Injury","Kilbirnie East.",2175800,"Wellington City."
"411",19000,0001-08-17,"Aggravated Sexual Assault","Auckland Central East.",437702,"Auckland."
"412",19005,0001-08-17,"Aggravated Sexual Assault","Linton Military Camp.",1798503,"Palmerston North City."
"413",19010,0001-08-17,"Aggravated Sexual Assault","Styx Mill.",2512000,"Christchurch City."
"414",19399,0001-09-17,"Common Assault","Opunake.",1632100,"South Taranaki District."
"415",19404,0001-09-17,"Common Assault","Glen Eden East.",286200,"Auckland."
"416",19409,0001-09-17,"Common Assault","Masterton West.",2237000,"Masterton District."
"417",19414,0001-09-17,"Common Assault","Featherston.",2268200,"South Wairarapa District."
"418",19419,0001-09-17,"Common Assault","Te Papapa.",605500,"Auckland."
"419",19424,0001-09-17,"Common Assault","Outer Kaiti.",1384000,"Gisborne District."
"420",19431,0001-09-17,"Serious Assault Not Resulting in Injury","Marton.",1731001,"Rangitikei District."
"421",19436,0001-09-17,"Serious Assault Not Resulting in Injury","Tahunanui.",2333100,"Nelson City."
"422",19443,0001-09-17,"Serious Assault Resulting in Injury","Dargaville.",116900,"Kaipara District."
"423",19449,0001-09-17,"Common Assault","Owairaka West.",519701,"Auckland."
"424",19454,0001-09-17,"Common Assault","Birdwood East.",226700,"Auckland."
"425",19459,0001-09-17,"Common Assault","Te Kauwhata.",938500,"Waikato District."
"426",19464,0001-09-17,"Common Assault","Waimairi Beach.",2504207,"Christchurch City."
"427",19469,0001-09-17,"Common Assault","Balclutha.",2992900,"Clutha District."
"428",19471,0001-09-17,"Serious Assault Not Resulting in Injury","Queenstown Hill.",3038240,"Queenstown-Lakes District."
"429",19478,0001-09-17,"Serious Assault Resulting in Injury","Cathedral Square.",2653400,"Christchurch City."
"430",19484,0001-09-17,"Common Assault","Wanaka.",3036000,"Queenstown-Lakes District."
"431",19489,0001-09-17,"Common Assault","Tauranga Central.",1163600,"Tauranga City."
"432",19494,0001-09-17,"Common Assault","Maupuia.",2201901,"Wellington City."
"433",19499,0001-09-17,"Common Assault","Mt St John.",616402,"Auckland."
"434",19504,0001-09-17,"Common Assault","Te Maunga.",1201900,"Tauranga City."
"435",19509,0001-09-17,"Common Assault","Blenheim Central.",2299000,"Marlborough District."
"436",19514,0001-09-17,"Common Assault","Auckland Harbourside.",438103,"Auckland."
"437",19521,0001-09-17,"Serious Assault Not Resulting in Injury","Tamaki.",633400,"Auckland."
"438",19526,0001-09-17,"Serious Assault Not Resulting in Injury","Hamilton Central.",909602,"Hamilton City."
"439",19533,0001-09-17,"Serious Assault Resulting in Injury","Leamington West.",966901,"Waipa District."
"440",19538,0001-09-17,"Serious Assault Resulting in Injury","Auckland Harbourside.",438103,"Auckland."
"441",19543,0001-09-17,"Serious Assault Resulting in Injury","Kamo East.",83701,"Whangarei District."
"442",19549,0001-09-17,"Common Assault","999999",-89,"Auckland."
"443",19554,0001-09-17,"Common Assault","Sydenham.",2617700,"Christchurch City."
"444",19559,0001-09-17,"Common Assault","Bruce.",2988300,"Clutha District."
"445",19564,0001-09-17,"Common Assault","Dannevirke East.",1528800,"Tararua District."
"446",19569,0001-09-17,"Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City."
"447",19574,0001-09-17,"Common Assault","Nelson Park.",1428400,"Napier City."
"448",19576,0001-09-17,"Serious Assault Not Resulting in Injury","Lambton.",2129700,"Wellington City."
"449",19581,0001-09-17,"Serious Assault Not Resulting in Injury","Otakiri.",1321900,"Whakatane District."
"450",19583,0001-09-17,"Serious Assault Resulting in Injury","Wainoni.",2569500,"Christchurch City."
"451",19588,0001-09-17,"Serious Assault Resulting in Injury","Fairdene.",231001,"Auckland."
"452",19594,0001-09-17,"Common Assault","Te Mata.",1509500,"Hastings District."
"453",19599,0001-09-17,"Common Assault","Maeroa.",903800,"Hamilton City."
"454",19604,0001-09-17,"Common Assault","Otorohanga Rural East.",999102,"Otorohanga District."
"455",19609,0001-09-17,"Common Assault","Hauraki.",321700,"Auckland."
"456",19616,0001-09-17,"Serious Assault Not Resulting in Injury","Auckland Central West.",434402,"Auckland."
"457",20121,0001-03-17,"Serious Assault Not Resulting in Injury","Wiri.",780409,"Auckland."
"458",20123,0001-03-17,"Serious Assault Resulting in Injury","Rongomai.",714802,"Auckland."
"459",20124,0001-03-17,"Common Assault","Bledisloe Park.",823300,"Auckland."
"460",20134,0001-03-17,"Common Assault","Mawheraiti.",2399000,"Buller District."
"461",20139,0001-03-17,"Common Assault","Linwood.",2609700,"Christchurch City."
"462",20141,0001-03-17,"Serious Assault Not Resulting in Injury","Greymouth Central.",2406000,"Grey District."
"463",20143,0001-03-17,"Serious Assault Resulting in Injury","Kuirau.",1235200,"Rotorua District."
"464",20144,0001-03-17,"Common Assault","Cathedral Square.",2649300,"Christchurch City."
"465",20154,0001-03-17,"Common Assault","Ashburton Central East.",2729700,"Ashburton District."
"466",20159,0001-03-17,"Common Assault","Mt Maunganui North.",1196100,"Tauranga City."
"467",20161,0001-03-17,"Serious Assault Not Resulting in Injury","Seaview.",2791100,"Timaru District."
"468",20163,0001-03-17,"Serious Assault Resulting in Injury","Kingsley-Chatham.",1469708,"Hastings District."
"469",20164,0001-03-17,"Common Assault","Auckland Harbourside.",433003,"Auckland."
"470",20169,0001-03-17,"Common Assault","Lambton.",2126000,"Wellington City."
"471",20176,0001-03-17,"Serious Assault Not Resulting in Injury","Ngaruawahia.",857700,"Waikato District."
"472",20178,0001-03-17,"Serious Assault Resulting in Injury","Spreydon.",2643200,"Christchurch City."
"473",20184,0001-03-17,"Common Assault","Taita North.",1936100,"Lower Hutt City."
"474",20189,0001-03-17,"Common Assault","Victoria.",1237300,"Rotorua District."
"475",20193,0001-03-17,"Serious Assault Resulting in Injury","Wharekaka.",1356500,"Gisborne District."
"476",20194,0001-03-17,"Common Assault","Newtown West.",2164600,"Wellington City."
"477",20204,0001-03-17,"Common Assault","Roslyn.",1840700,"Palmerston North City."
"478",20206,0001-03-17,"Serious Assault Not Resulting in Injury","Dingwall.",667400,"Auckland."
"479",20235,0001-03-17,"Aggravated Sexual Assault","Fairy Springs.",1221200,"Rotorua District."
"480",20240,0001-03-17,"Aggravated Sexual Assault","Cloverlea.",1821700,"Palmerston North City."
"481",20776,0001-06-17,"Serious Assault Not Resulting in Injury","Fairton.",2745802,"Ashburton District."
"482",20781,0001-06-17,"Serious Assault Not Resulting in Injury","Naenae North.",1954500,"Lower Hutt City."
"483",20788,0001-06-17,"Serious Assault Resulting in Injury","Auckland Central West.",433503,"Auckland."
"484",20794,0001-06-17,"Common Assault","Otahuhu West.",785200,"Auckland."
"485",20799,0001-06-17,"Common Assault","Sherenden-Puketapu.",1408500,"Hastings District."
"486",20804,0001-06-17,"Common Assault","Auckland Harbourside.",432400,"Auckland."
"487",20809,0001-06-17,"Common Assault","High St-Stuart St.",2899500,"Dunedin City."
